pointid,ph_cacl2,ph_h20,ec,oc,caco3,p,n,k
30482410,2,2,1,1,2,0,2,1
30542362,0,0,1,1,0,0,1,0
30542376,1,0,1,1,0,0,1,0
30542404,2,2,1,1,2,0,1,0
30582366,0,0,1,2,2,0,2,1
30622388,3,3,2,1,0,0,1,0
30642354,2,2,2,2,0,0,2,1
30662388,3,3,1,1,2,0,2,0
30702378,2,1,1,1,2,0,2,0
30702390,1,1,2,1,2,0,1,0
30762358,2,1,2,2,0,1,3,1
30782390,2,2,1,0,0,0,1,0
30782398,1,0,1,0,2,0,1,0
30802376,3,3,1,1,1,1,1,0
30882346,1,0,2,1,2,0,2,0
30882378,0,0,0,0,0,0,0,0
30922374,1,1,1,0,2,0,1,0
30942376,1,1,2,0,2,1,1,1
31122366,0,0,1,0,2,0,1,0
31122376,0,0,1,3,2,0,3,0
31182380,1,1,2,2,0,0,2,1
31422360,2,2,2,1,2,0,2,1
31462364,1,1,1,1,0,0,1,0
31262344,1,0,1,1,2,0,2,1
31302340,3,3,2,1,0,0,1,0
31322332,1,0,2,1,2,0,1,0
31422336,1,1,0,0,2,0,0,0
31502332,1,0,0,0,0,0,0,0
31522358,3,3,0,0,0,0,0,0
31542332,0,0,0,1,2,0,1,0
31542354,1,1,1,0,0,0,1,0
31562356,2,3,1,2,0,0,2,0
31602360,2,2,1,1,0,0,1,0
31642320,1,1,1,2,0,2,3,1
31662352,1,0,1,1,2,0,1,1
31682350,3,3,2,0,0,1,1,0
31702312,2,2,0,1,2,0,1,1
31742294,4,4,1,0,3,0,0,1
31782306,3,3,1,1,0,0,1,0
31782310,1,1,1,0,2,0,1,0
31802326,1,0,0,1,0,0,1,0
31802332,2,2,2,1,2,0,2,1
31802344,2,2,1,1,0,0,2,0
31802362,3,3,2,2,0,0,2,1
31822338,2,2,2,2,0,0,2,2
31842298,1,1,0,0,0,0,0,1
31842348,3,3,1,1,0,1,1,0
31882322,1,1,1,1,0,0,1,0
31882352,0,0,1,1,0,0,1,1
31882358,1,0,2,1,0,0,2,0
31982326,0,0,2,2,2,0,2,0
32022340,3,3,1,1,0,3,2,1
32042344,4,3,2,1,1,0,1,0
32062352,1,0,2,1,0,2,2,1
32122350,3,3,2,1,0,0,2,0
32162358,1,1,1,1,2,1,1,1
32202330,0,0,1,1,0,0,1,0
32202340,1,0,1,1,0,0,1,0
32202352,2,2,1,1,0,2,1,1
32282330,1,1,0,1,0,0,1,0
32322346,4,4,2,1,1,0,2,0
32342344,1,1,1,1,0,0,1,0
32362346,0,0,0,1,0,0,1,0
32382340,1,1,1,0,0,0,1,0
32462348,0,0,0,1,0,0,1,0
32542338,2,2,1,1,0,0,1,0
32562340,1,1,0,0,0,0,0,0
30421688,4,4,1,0,4,0,0,1
30442240,2,2,0,0,0,0,0,0
30481762,4,4,1,0,3,0,0,2
30502200,4,4,0,0,0,1,0,1
30522156,2,2,0,0,2,1,0,0
30562176,4,4,2,0,1,0,0,1
30682278,3,3,0,0,0,0,0,1
30702180,4,4,0,0,2,1,0,1
30721674,4,4,0,0,4,1,0,0
30742212,4,4,0,0,0,0,0,0
32402332,1,1,1,1,0,0,1,0
32402336,1,0,1,1,2,3,1,1
32422330,2,1,2,0,0,2,1,0
32542284,4,4,1,0,4,1,0,1
32562280,4,4,1,0,3,0,0,0
32602304,3,3,1,2,0,0,2,1
32642280,4,4,1,1,3,0,0,1
32642320,0,0,0,1,2,0,1,0
32642334,1,1,1,2,0,1,2,1
32682264,4,4,1,1,3,0,1,2
32682270,4,4,0,0,3,0,0,0
32702304,1,1,0,0,2,0,0,0
32722342,1,1,0,0,0,0,0,0
32742312,1,0,0,1,2,0,0,0
32762332,3,3,1,0,0,0,0,0
32762344,1,1,0,0,0,0,0,0
32822262,4,4,0,0,1,0,0,1
32822294,4,4,1,1,2,0,1,0
32842278,4,4,1,0,4,0,0,1
32842296,1,1,0,0,0,0,0,0
32862292,4,4,1,0,1,0,0,0
32882332,2,2,0,1,0,0,1,0
32902338,0,0,0,1,0,0,1,0
32922298,0,0,0,0,0,0,0,0
32942242,4,4,1,0,3,0,0,1
32962280,4,4,0,0,3,0,0,1
32962304,2,2,0,0,0,0,1,0
33022242,4,4,0,0,4,1,0,1
33042318,0,1,0,0,0,0,0,0
33062268,4,4,0,0,0,0,0,0
33062278,4,4,1,0,3,0,0,1
33102276,4,4,1,0,3,0,1,1
33142268,3,3,1,1,0,0,1,0
33142276,4,4,0,0,3,0,0,1
33162272,3,3,2,2,2,0,2,1
33222318,3,3,1,0,0,0,0,0
33242296,1,1,0,0,0,0,1,0
33342290,1,1,0,1,0,0,1,0
33082252,4,4,0,0,3,1,0,1
33122236,4,4,1,0,2,2,0,2
33162242,4,4,0,0,2,0,0,1
33182230,4,4,1,0,2,1,0,2
33222252,4,4,0,0,3,0,0,0
33242254,4,4,1,0,1,1,0,1
33262230,4,4,3,0,2,2,1,2
33262270,1,1,0,1,0,0,1,0
33282222,4,4,1,0,2,1,0,1
33302242,4,4,0,0,3,0,0,0
33322268,3,3,2,3,0,2,4,1
33322280,1,1,0,1,0,0,0,0
33362270,3,2,1,2,0,0,2,1
33402246,4,4,0,0,2,1,0,2
33402256,4,4,0,0,3,3,0,1
33422232,4,4,1,0,3,0,0,1
33422250,4,4,0,0,3,0,0,0
33422268,3,3,2,2,0,0,3,1
33442180,4,4,0,0,3,0,0,0
33442216,4,4,2,0,2,1,0,1
33442270,3,3,1,1,0,0,2,1
33462186,4,4,1,0,3,1,0,1
33502262,4,4,1,1,0,0,1,1
33502294,0,0,1,2,2,0,2,0
33522174,4,4,3,0,2,0,0,0
33522182,4,4,3,0,3,0,0,0
33542230,4,4,1,0,3,0,0,1
33542244,4,4,0,0,3,0,0,0
33562242,4,4,0,0,4,0,0,0
33582174,4,4,2,0,3,2,0,2
33582234,4,4,0,0,3,0,0,1
33582292,1,1,2,2,2,1,2,0
33602170,4,4,3,0,2,0,0,1
33602178,4,4,1,0,3,1,0,1
33602196,4,4,1,0,3,1,0,1
33602218,4,4,2,0,2,3,1,3
33602224,4,4,1,0,3,1,0,1
33602232,4,4,0,0,3,1,0,2
33602260,4,4,0,0,2,0,0,1
33602290,1,1,0,1,0,0,1,1
33622176,4,4,3,0,3,0,0,0
33622266,3,3,0,0,0,1,0,1
33642168,4,4,1,0,3,1,0,2
33642280,1,1,1,0,2,2,1,0
33642286,1,1,0,1,2,1,1,1
33642298,0,0,1,2,2,0,2,1
33662182,4,4,1,0,3,0,0,0
33662236,4,4,1,0,3,0,0,0
33662254,4,4,0,0,3,0,0,1
33662272,3,3,0,2,0,0,2,2
33682232,4,4,0,0,3,0,0,0
33702206,4,4,0,0,3,0,0,0
33722168,4,4,1,0,2,2,0,1
33722266,4,4,0,0,3,0,0,1
33722280,2,2,0,0,2,0,1,0
33722284,1,0,2,1,0,0,1,0
33722298,1,1,0,1,0,0,1,0
33742170,4,4,1,0,3,1,0,1
33742314,1,1,0,1,2,0,1,0
33762184,4,4,0,0,3,0,0,1
33762252,4,4,0,0,2,0,0,1
33762288,3,3,2,1,0,1,1,0
33782182,4,4,0,0,4,0,0,1
33782272,4,4,1,1,1,0,1,0
33802252,4,4,0,0,3,0,0,1
33802284,0,0,0,1,0,0,1,0
33822298,1,1,1,1,0,0,1,0
33842210,4,3,2,0,3,3,1,1
33842218,4,4,1,0,3,0,0,0
33862232,4,4,0,0,3,0,0,0
33862240,3,3,0,0,2,0,0,0
33882218,4,4,1,0,3,0,0,1
33882296,2,2,0,1,0,0,1,0
33902276,1,1,0,1,0,0,1,1
33902280,2,2,0,1,2,0,1,0
33922242,4,4,0,0,3,0,0,0
33982230,4,4,0,0,3,0,0,1
34002280,2,2,0,1,0,0,1,0
34022278,3,3,1,1,0,0,2,0
34082276,1,1,0,1,0,0,1,0
34242264,3,3,1,0,0,0,1,2
34242272,2,2,0,1,0,0,2,1
34262266,2,2,0,1,0,0,1,1
34362268,1,1,1,1,2,0,1,0
32482232,1,2,0,1,2,0,1,1
32522260,4,4,0,0,3,2,0,1
32542242,4,4,0,0,2,1,0,2
32542260,4,4,0,0,3,2,0,1
32582246,4,4,0,0,3,0,0,1
32582252,4,4,0,0,2,1,0,2
32602244,3,3,0,0,2,3,0,1
32602250,4,4,0,0,3,0,0,1
32602258,4,4,1,0,2,1,0,2
32622236,3,3,0,0,0,1,0,1
32622242,4,4,0,0,0,1,0,1
32622246,3,3,1,0,0,1,0,0
32622254,3,3,0,0,0,1,0,1
32662242,4,4,0,0,2,2,0,1
32702214,2,1,2,1,2,2,2,1
32702242,4,4,0,0,0,1,0,1
32762234,4,4,0,0,2,0,0,0
32762242,4,4,0,0,4,0,0,0
32782222,3,3,1,0,0,0,0,0
32782240,4,4,0,0,0,1,0,1
32842232,4,4,1,0,2,0,0,1
32902230,4,4,1,0,2,0,0,0
32902234,4,4,0,0,1,1,0,2
32962208,4,4,0,0,3,0,1,0
32982206,4,4,1,0,4,0,1,0
33022200,1,1,0,1,0,0,1,0
33022206,2,2,0,0,0,0,1,0
33042228,4,4,1,0,2,0,0,1
33062206,2,2,0,0,0,0,1,0
33102208,3,2,2,1,0,0,1,2
33122210,4,4,0,1,0,1,1,0
33122224,4,4,0,0,2,0,0,1
33162228,4,4,0,0,2,0,0,2
33182222,4,4,0,0,1,0,0,1
33222206,4,4,0,0,1,0,0,0
33262202,4,4,0,0,2,0,0,0
33302218,4,4,1,0,2,2,0,1
33322186,4,4,0,0,3,0,1,0
33362216,4,4,2,0,2,0,0,1
33382188,4,4,3,0,2,0,0,0
33382196,4,4,0,0,1,1,0,1
33382200,4,4,0,0,1,0,0,1
33382214,4,4,1,0,2,2,0,1
33402202,4,4,0,0,1,0,0,0
33462196,4,4,4,0,2,0,0,0
33482200,4,4,1,0,2,1,0,1
33562196,3,4,1,0,3,0,0,1
33042102,4,4,0,0,4,0,0,1
33062092,4,4,0,0,3,0,0,1
33062106,4,4,1,0,3,0,0,1
33102114,4,4,0,0,2,1,0,2
33102118,4,4,1,0,3,1,0,2
33122092,4,4,0,0,3,0,0,1
33122098,4,4,0,0,3,0,0,0
33142100,4,4,0,0,2,0,0,1
33142106,4,4,0,0,3,0,0,1
33142114,4,4,1,0,1,0,0,1
33142118,4,4,1,0,1,0,0,1
33162102,4,4,0,0,3,0,0,0
33202088,4,4,0,0,2,0,0,1
33222102,4,4,0,0,3,0,0,1
33262086,4,4,0,1,2,0,1,1
33282078,4,4,0,0,3,1,0,1
33321992,4,4,0,0,3,0,0,1
33322114,4,4,1,0,1,0,0,2
33341990,4,4,0,0,0,0,0,0
33362014,2,2,0,0,2,0,0,0
33362096,4,3,0,0,0,0,0,1
33362132,4,4,0,0,4,0,0,1
33382002,4,4,0,0,4,0,0,1
33382016,4,4,0,1,1,0,2,2
33382080,4,4,0,2,3,0,2,1
33382110,4,4,0,0,2,0,0,1
33401994,4,4,2,2,3,0,2,1
33402066,4,4,0,0,0,1,0,1
33421980,4,4,0,0,4,0,0,1
33421984,4,4,0,0,0,0,0,0
33421990,4,4,1,0,1,0,0,2
33422016,4,4,1,2,2,0,2,2
33442014,4,4,0,2,1,0,2,2
33442050,4,4,0,0,3,1,0,1
33442076,4,4,0,0,3,0,0,2
33442166,4,4,0,0,3,0,0,0
33462046,1,2,0,0,2,2,0,0
33462052,4,4,0,0,0,0,1,1
33462168,4,4,0,0,3,0,0,0
33462172,4,4,0,0,3,0,0,0
33482012,4,4,0,1,2,0,2,1
33482044,4,4,0,0,0,1,0,2
33482116,3,3,0,0,2,0,0,1
33502028,4,4,0,0,4,0,0,0
33502070,3,3,0,0,0,2,0,1
33502132,4,4,1,0,1,0,0,1
33521972,4,4,1,0,2,0,0,1
33522030,4,4,0,1,2,0,2,2
33522038,4,4,0,0,1,0,0,1
33522120,4,4,0,0,2,0,0,1
33522152,4,4,1,0,1,0,0,0
33522164,4,4,0,0,3,1,0,1
33522170,4,4,0,0,4,1,0,0
33542032,4,4,0,0,4,0,1,1
33542036,4,4,1,0,3,0,1,2
33542042,4,4,0,0,4,0,0,1
33542114,4,4,0,0,1,0,0,0
33542154,4,3,1,0,3,3,1,1
33562026,4,4,0,0,4,0,1,1
33562152,4,4,0,0,3,2,0,1
33562164,4,4,1,0,4,0,0,0
33581994,3,3,1,0,2,0,0,0
33582000,4,4,1,0,4,0,0,1
33582004,4,4,2,1,2,0,2,2
33582012,4,4,0,0,4,0,0,1
33582030,4,4,0,0,2,0,0,2
33582102,2,2,0,0,0,0,0,0
33582148,4,4,0,0,4,0,0,0
33601972,4,4,1,1,1,0,1,2
33601984,4,4,0,0,4,0,0,1
33601998,4,4,1,0,3,0,0,1
33602008,4,4,1,0,4,1,0,1
33602016,4,4,0,0,3,0,0,1
33602034,4,4,1,0,3,2,0,2
33602044,4,4,0,0,4,0,0,0
33602062,3,3,0,0,0,0,0,0
33602136,3,3,0,0,2,0,0,0
33621986,4,4,1,0,3,0,0,0
33622004,4,4,0,0,4,0,0,0
33622018,4,4,2,1,1,0,0,2
33622104,3,4,1,0,0,2,0,2
33641988,4,4,1,1,4,0,1,1
33642006,4,4,3,0,4,0,1,2
33642010,4,4,1,0,2,0,0,1
33642016,4,4,1,0,3,1,1,1
33642028,4,4,0,0,3,1,0,2
33642042,4,4,1,0,3,1,0,1
33642046,4,4,1,0,2,1,0,1
33642060,3,3,0,0,0,0,0,1
33642142,4,4,0,0,3,0,0,1
33661990,4,4,1,0,1,0,0,1
33662002,4,4,0,0,3,0,0,1
33662020,4,4,1,0,3,0,0,1
33662026,4,4,1,0,3,1,0,1
33662110,4,4,1,0,4,2,1,2
33662144,4,4,0,0,2,0,0,1
33681974,4,4,1,0,3,0,0,1
33681980,4,4,1,0,4,0,1,0
33681992,4,4,0,0,2,0,0,0
33682010,4,4,0,0,3,0,0,0
33682016,4,4,1,0,3,0,0,0
33682024,4,4,0,0,3,0,0,1
33682052,4,4,0,0,0,0,0,1
33682068,3,3,0,0,0,0,0,0
33682096,3,3,1,0,0,3,0,2
33702020,4,4,1,0,4,0,0,0
33702092,4,3,2,0,2,0,0,1
33702110,4,4,1,0,2,2,1,2
33702120,4,4,1,0,4,3,1,1
33702164,4,4,1,0,3,1,0,1
33721992,4,4,1,0,2,0,0,0
33722042,4,4,1,0,3,1,0,1
33722064,4,4,0,0,0,1,0,2
33722078,4,4,0,0,1,1,0,2
33722082,4,4,2,0,3,3,0,2
33722122,4,4,1,0,4,3,0,2
33722150,4,4,3,0,3,0,0,1
33722162,4,4,2,0,3,2,0,2
33741972,4,4,1,0,4,0,0,1
33741998,4,4,1,0,4,1,0,2
33742056,4,4,1,0,3,0,1,1
33742070,4,4,0,0,1,0,0,1
33742074,4,4,0,0,0,1,0,1
33742110,4,4,1,0,2,3,1,2
33742128,4,4,0,0,3,0,0,0
33742142,4,4,1,0,3,1,0,2
33761994,4,4,1,0,3,1,0,1
33762000,4,4,1,0,4,1,0,2
33762004,4,4,1,0,4,1,0,2
33762022,4,4,0,0,2,0,0,1
33762054,4,4,0,0,3,0,0,0
33762084,2,2,0,0,2,0,0,0
33762090,3,3,2,0,2,0,1,1
33762094,4,4,0,0,0,1,0,1
33762144,4,4,2,0,2,0,0,2
33762162,4,4,1,0,2,1,0,1
33781948,4,4,3,0,0,1,0,0
33781984,4,4,0,0,3,0,0,0
33782052,4,4,1,0,2,0,0,1
33782056,3,3,1,0,0,0,0,0
33782062,4,4,0,0,0,0,0,1
33782070,4,4,0,0,1,0,0,1
33782074,4,4,0,0,2,1,0,0
33782092,4,4,1,0,0,0,0,1
33801978,4,4,0,0,3,0,0,1
33801996,4,4,0,0,4,0,0,0
33802018,4,4,0,0,2,0,0,1
33802032,4,4,1,1,0,0,1,1
33802036,4,4,0,0,2,0,0,1
33802040,4,4,0,0,4,1,0,1
33802058,2,2,0,0,0,0,0,0
33802094,4,4,0,0,2,0,0,0
33821988,4,4,0,0,4,0,0,0
33822024,4,4,1,0,1,0,0,0
33822042,4,4,1,0,4,1,0,1
33822046,4,4,1,0,4,0,0,1
33822088,4,4,0,0,2,0,0,0
33822186,4,4,3,0,4,0,0,0
33842008,4,4,1,0,2,0,0,2
33842012,4,4,0,0,4,0,0,0
33842048,4,4,0,0,1,0,0,1
33842164,4,4,1,0,3,3,0,2
33842170,4,4,3,0,3,0,0,1
33842206,4,4,1,0,3,0,0,0
33861962,4,4,2,2,0,0,2,2
33861992,4,4,0,0,2,0,0,0
33862010,4,4,1,0,2,0,0,2
33862028,4,4,0,0,2,0,0,0
33862060,3,3,1,0,0,0,0,0
33862160,4,4,1,0,3,1,0,1
33862190,4,4,1,0,3,0,1,0
33881958,4,4,1,0,2,0,1,1
33881972,4,4,1,0,3,0,0,1
33881990,4,4,0,0,2,0,0,0
33882026,4,4,0,0,4,0,0,1
33882048,4,4,1,0,2,0,0,1
33882074,3,3,0,0,0,0,0,0
33882098,4,4,0,0,1,0,0,0
33882116,4,4,0,0,2,0,0,1
33882128,4,4,1,0,3,0,0,1
33882200,4,4,1,0,3,1,0,0
33901934,4,4,1,1,1,0,2,2
33901970,4,4,1,0,2,0,0,1
33901978,4,4,0,0,3,0,0,0
33902036,4,4,1,0,3,0,0,1
33902100,4,4,1,0,2,0,0,0
33902114,4,4,0,0,1,0,0,1
33902140,4,4,1,0,3,0,0,0
33902172,4,4,1,0,4,2,1,1
33902190,4,3,1,0,3,1,1,0
33921954,4,4,0,1,2,0,1,1
33921966,4,4,1,0,3,0,0,1
33921980,4,4,0,0,1,0,0,0
33922016,4,4,0,0,2,1,0,0
33922020,4,4,1,0,3,0,0,0
33922034,4,4,2,0,1,0,0,2
33922038,4,4,0,0,1,0,0,2
33922196,4,4,1,0,3,1,0,1
33922200,4,4,1,0,3,1,0,1
33941950,4,4,1,0,2,0,0,1
33941964,4,4,1,0,3,0,0,1
33941968,4,4,0,0,3,0,0,1
33941982,4,4,1,0,0,0,0,0
33942018,4,4,1,0,3,2,0,3
33942022,4,4,1,0,0,1,0,1
33942048,4,4,0,0,3,0,0,0
33942054,4,4,0,0,4,0,0,0
33942144,4,4,1,0,3,0,0,1
33942180,4,4,1,0,3,2,0,1
33942216,4,4,1,0,3,0,0,0
33961954,4,3,2,3,1,1,3,2
33961962,4,4,0,0,1,0,1,2
33961984,4,4,0,0,2,0,0,0
33961990,4,4,0,0,4,0,1,0
33962080,3,4,0,0,0,0,0,1
33962088,4,4,1,0,0,0,0,0
33962116,4,4,1,0,4,0,0,0
33962128,4,4,2,0,4,0,0,0
33962134,4,4,2,0,3,0,0,0
33962170,4,4,2,0,3,3,0,2
33962182,4,4,1,0,3,2,0,1
33962206,4,4,0,0,3,0,0,0
33981964,4,4,0,0,1,0,0,1
33981990,4,4,0,0,2,0,0,0
33981996,4,4,0,0,1,1,0,1
33982022,4,4,0,0,3,0,0,1
33982054,4,4,1,0,3,0,1,1
33982068,4,4,0,0,3,0,0,0
33982076,4,4,1,0,2,1,0,1
33982144,4,4,1,0,2,0,0,0
33982158,4,4,1,0,3,0,0,1
34001970,4,4,1,0,2,1,0,2
34001998,4,4,1,0,1,0,0,1
34002034,4,4,1,0,3,0,0,1
34002124,4,4,3,0,2,0,0,1
34002136,4,4,1,0,3,1,0,1
34021972,4,4,0,0,2,0,0,0
34021994,4,4,1,0,1,0,0,1
34022002,4,4,0,0,0,0,0,1
34022030,4,4,1,0,2,0,1,1
34022044,4,4,0,0,3,0,0,1
34022170,4,4,1,0,3,1,1,1
34022174,4,4,1,0,3,0,0,1
34041970,4,4,1,0,0,0,0,1
34041988,4,4,0,0,4,0,0,0
34041998,4,4,0,0,2,0,0,1
34042006,4,4,0,0,1,0,0,0
34042016,4,4,2,1,3,0,2,2
34042024,4,4,0,0,3,0,0,1
34042042,4,4,0,0,3,0,0,1
34042160,4,4,0,0,3,1,0,0
34042168,4,4,1,0,3,0,0,2
34061976,4,4,0,0,0,1,0,0
34062008,4,4,1,0,3,0,0,1
34062012,4,4,0,0,2,0,0,1
34062020,4,4,1,0,3,0,0,1
34062038,4,4,0,0,3,0,0,0
34062044,4,4,0,0,0,0,0,0
34082010,4,4,0,0,3,0,0,0
34082014,4,4,1,0,3,0,0,1
34082032,4,4,1,0,2,0,0,0
34082060,4,4,0,0,4,0,0,0
34082176,4,4,1,0,3,0,0,1
34082226,4,4,0,0,3,1,0,0
34101954,4,4,0,0,3,0,0,1
34102002,4,4,1,0,4,0,0,1
34102020,4,4,0,0,4,0,0,0
34102056,4,4,0,0,3,0,0,1
34102088,4,4,0,0,4,1,0,0
34102106,4,3,3,0,3,0,0,0
34102134,4,4,1,0,3,1,0,1
34102178,4,3,1,0,3,2,0,1
34122012,4,4,0,0,0,0,1,1
34122058,4,4,1,0,3,1,0,1
34122094,4,4,0,0,4,0,0,1
34142074,4,4,1,0,4,0,1,1
34142080,4,4,1,0,3,2,0,2
34142092,4,4,0,0,3,0,0,1
34161996,3,3,1,1,0,0,1,1
34162018,4,4,1,0,1,0,0,1
34162032,4,4,1,0,2,0,0,0
34162184,4,4,0,0,3,1,0,0
34182010,4,4,1,1,2,0,1,1
34182024,4,4,0,0,3,0,0,0
34182132,4,4,1,0,3,0,0,1
34182178,4,4,1,0,3,0,0,0
34201972,3,3,1,1,0,2,2,2
34202062,4,4,0,0,4,1,0,1
34202074,4,4,3,0,3,0,0,1
34202146,4,4,3,0,3,0,0,1
34222010,4,4,0,0,4,0,1,1
34222016,4,4,0,0,2,0,0,1
34222096,4,4,3,0,3,0,0,1
34222150,4,4,3,0,3,0,0,1
34222172,4,4,2,0,3,0,0,1
34242002,4,4,0,1,3,0,0,0
34242026,4,4,1,2,3,0,1,0
34242074,4,4,3,0,3,0,0,2
34242102,4,4,3,0,2,0,0,1
34242156,4,4,0,0,3,0,0,0
34242210,4,4,0,1,1,0,0,0
34262024,4,4,1,1,3,0,1,1
34262028,4,4,1,1,4,0,0,1
34262082,4,4,0,0,3,0,0,0
34262126,4,4,3,0,3,0,0,0
34262140,4,4,0,0,4,0,0,0
34262154,4,4,1,0,3,1,0,1
34282128,4,4,3,0,3,0,0,1
34282146,4,4,0,0,3,0,0,0
34282152,4,4,2,0,3,1,0,2
34301976,4,3,1,1,0,0,2,2
34302022,4,4,0,0,4,0,1,1
34302166,4,4,0,0,3,0,0,0
34322026,4,4,0,0,1,0,0,0
34322080,4,4,1,0,3,0,0,1
34322110,4,4,1,0,3,0,0,1
34322146,4,4,0,0,3,1,0,1
34342008,4,4,1,1,3,0,2,2
34342040,4,4,1,0,3,0,0,0
34362082,4,4,1,0,3,0,0,0
34362088,4,4,3,0,2,0,0,0
34362150,4,4,0,0,3,0,0,1
34362154,4,4,0,0,4,0,0,2
34362178,4,4,1,0,3,1,0,1
34362190,4,4,0,0,3,0,0,0
34362226,3,3,0,0,0,0,0,0
34382002,4,4,1,0,4,0,0,1
34382008,4,4,0,0,4,0,0,1
34382080,4,4,0,0,2,1,0,1
34382102,4,4,2,0,3,0,0,1
34382134,4,4,3,0,4,0,0,1
34382138,4,4,1,0,3,2,0,2
34382156,4,4,1,0,3,0,0,1
34402006,4,4,0,0,4,0,0,0
34402118,4,4,3,0,3,0,0,1
34402140,4,4,3,0,3,0,0,1
34402168,4,4,1,0,3,2,1,2
34402172,4,4,1,0,4,2,0,2
34402178,4,4,2,0,3,1,0,1
34422044,4,4,1,0,3,0,0,1
34422080,4,4,3,0,3,1,0,0
34442050,4,4,1,1,3,0,1,0
34442054,4,4,1,0,4,0,1,1
34442068,4,4,0,0,2,0,0,1
34442086,4,4,3,0,3,0,0,1
34442090,4,4,3,0,3,0,0,0
34442096,4,4,1,0,3,2,1,1
34461998,4,4,2,1,4,0,2,1
34462056,4,4,0,0,3,1,0,0
34462070,4,4,3,0,2,1,0,2
34462116,4,4,3,0,3,0,0,0
34462160,4,4,1,0,3,0,0,0
34482058,4,4,1,0,2,0,0,0
34482108,4,4,3,0,3,0,0,1
34482120,4,4,1,0,4,1,0,1
34482148,4,4,3,0,3,0,0,0
34482166,4,4,1,0,4,2,0,1
34482180,4,4,1,0,3,0,0,1
34482192,4,4,1,0,3,1,0,1
34502026,4,4,0,0,4,0,0,0
34502044,4,4,0,0,3,0,0,0
34502056,4,4,0,0,3,0,0,0
34502098,4,4,2,1,3,4,1,2
34502178,4,4,2,0,3,2,0,1
34502224,4,4,1,0,1,1,1,2
34522014,4,4,0,1,4,0,1,1
34522050,4,4,0,0,3,0,0,0
34522054,4,4,3,0,2,0,0,0
34522072,4,4,3,0,3,0,0,1
34522098,4,4,1,0,3,1,0,1
34522152,4,4,3,0,3,0,0,0
34522176,4,4,1,0,3,0,0,0
34542034,4,4,3,0,2,0,0,0
34542106,4,4,3,0,3,1,0,1
34542118,4,4,1,0,3,1,0,2
34542132,4,4,0,0,3,0,0,1
34542186,4,4,0,0,2,0,0,0
34562080,4,4,2,0,3,0,0,2
34562084,4,4,1,0,3,0,0,1
34562164,4,4,3,0,3,1,0,1
34582042,4,4,1,0,3,0,0,2
34582064,4,4,0,0,3,0,0,0
34582172,4,4,2,0,3,1,0,0
34582178,4,4,0,0,3,0,0,1
34582186,4,4,0,0,2,1,0,2
34602092,4,4,2,0,4,0,0,1
34602152,4,4,1,0,3,0,0,1
34602156,4,4,1,0,2,1,0,1
34602236,2,2,0,2,0,0,1,1
34622108,4,4,3,0,3,0,0,1
34622132,4,4,1,0,3,1,0,0
34622162,4,4,1,0,2,1,0,1
34642044,4,4,0,0,3,0,0,0
34642088,4,4,1,0,3,0,0,1
34642142,4,4,1,0,2,2,0,2
34642160,4,4,0,0,3,0,0,0
34642170,4,4,0,0,3,0,0,0
34642178,4,4,0,0,2,1,0,1
34662094,4,4,1,0,3,0,0,2
34662126,4,4,1,0,3,1,0,0
34662130,4,4,1,0,3,2,1,2
34662148,4,4,1,0,2,0,0,0
34682106,4,4,1,0,3,1,0,1
34682152,4,4,0,0,2,0,0,0
34682160,4,4,0,0,1,1,0,1
34702086,4,4,3,0,3,0,0,0
34702098,4,4,3,0,3,0,0,1
34702134,4,4,0,0,2,2,0,1
34702166,4,4,0,0,3,2,0,1
34722226,2,2,0,1,0,0,1,1
34742080,4,4,2,0,4,0,0,1
34742116,3,4,0,0,3,1,0,2
34742170,4,4,0,0,3,0,0,0
34762064,4,4,0,0,4,0,0,1
34762078,4,4,1,0,3,2,0,1
34762082,4,4,2,0,3,0,0,0
34762096,4,4,1,0,3,0,0,1
34762142,4,4,0,0,3,0,0,1
34762150,4,4,0,0,3,1,0,0
34762168,4,4,0,0,2,1,0,0
34762196,4,3,1,1,3,0,1,0
34782098,4,4,1,0,4,2,0,1
34782138,4,4,1,0,2,0,0,0
34782146,4,4,1,0,2,0,0,0
34782164,4,4,0,0,2,0,0,0
34782170,4,4,0,0,3,0,0,0
34802042,4,4,1,0,3,0,0,0
34802150,4,4,0,0,2,0,0,2
34802162,4,4,0,0,3,1,0,0
34822134,4,4,1,0,2,0,0,0
34822142,4,4,0,0,2,0,0,0
34822164,4,4,0,0,2,0,0,0
34842090,4,4,3,0,3,1,0,1
34842108,4,4,1,0,4,1,0,1
34842126,4,4,3,0,3,0,0,0
34862128,4,4,2,0,3,1,0,0
34882040,4,4,0,0,3,0,0,0
34882068,4,4,0,0,4,0,0,0
34882144,4,4,0,0,2,0,0,0
34882166,4,4,0,0,3,0,0,0
34902136,4,4,0,0,2,0,0,0
34922054,4,4,0,0,4,2,0,1
34922116,4,4,1,0,3,3,1,2
34922156,4,4,0,0,2,0,0,0
34942070,4,4,1,1,2,0,0,1
34942100,4,4,1,0,4,2,0,2
34942160,4,4,0,0,3,0,0,0
34962128,4,4,0,0,2,0,0,0
34962146,4,4,1,0,3,1,0,2
34982100,4,4,3,0,3,0,0,1
34982108,4,4,0,0,3,0,0,0
34982150,4,4,1,0,2,0,0,0
